head,relation,tail,doc_id
abnormal motor performance,mentioned_in,21951591,21951591
pain,mentioned_in,21951591,21951591
140,mentioned_in,18619710,18619710
comprehension deficits,mentioned_in,18619710,18619710
thymoma,mentioned_in,15919266,15919266
masaoka stage,mentioned_in,15919266,15919266
seventy-nine,mentioned_in,15919266,15919266
trophoblastic disease,mentioned_in,2503176,2503176
fac,mentioned_in,22108230,22108230
radiculopathy,mentioned_in,22108230,22108230
radiculopathic pain,mentioned_in,22108230,22108230
herniation,mentioned_in,22108230,22108230
interleukin-6,mentioned_in,22108230,22108230
halitosis,mentioned_in,20338971,20338971
chronic renal failure,mentioned_in,20338971,20338971
end-stage renal disease,mentioned_in,20338971,20338971
esrd,mentioned_in,20338971,20338971
acute pulmonary embolism,mentioned_in,17276801,17276801
ventricular dysfunction,mentioned_in,17276801,17276801
right ventricular dysfunction,mentioned_in,17276801,17276801
hypotension,mentioned_in,17276801,17276801
oxygen,mentioned_in,17276801,17276801
urinary tract infection,mentioned_in,20497880,20497880
urinary tract infections,mentioned_in,20497880,20497880
pain,mentioned_in,20497880,20497880
osteoarthritis,mentioned_in,23495128,23495128
pain,mentioned_in,23495128,23495128
inflammation,mentioned_in,23495128,23495128
anger,mentioned_in,23495128,23495128
calmness,mentioned_in,23495128,23495128
aching pain,mentioned_in,23495128,23495128
kid,mentioned_in,26701174,26701174
hemorrhage,mentioned_in,26701174,26701174
respiratory failure,mentioned_in,26701174,26701174
death,mentioned_in,26701174,26701174
knee flexion,mentioned_in,24695920,24695920
kt2000 arthrometer,mentioned_in,24695920,24695920
dsm-iii-r,mentioned_in,15488260,15488260
unipolar major depressive,mentioned_in,15488260,15488260
depression,mentioned_in,15488260,15488260
depressive,mentioned_in,15488260,15488260
prostate cancer,mentioned_in,15466981,15466981
death,mentioned_in,18603989,18603989
alcohol,mentioned_in,18603989,18603989
cancer,mentioned_in,21789019,21789019
breast cancer,mentioned_in,14692023,14692023
anthracycline-based,mentioned_in,14692023,14692023
tumor,mentioned_in,14692023,14692023
estrogen,mentioned_in,14692023,14692023
tumors,mentioned_in,14692023,14692023
stroke,mentioned_in,25150098,25150098
hypertensive,mentioned_in,25150098,25150098
smoking,mentioned_in,25150098,25150098
alcohol,mentioned_in,25150098,25150098
glucose,mentioned_in,25150098,25150098
cholesterol,mentioned_in,25150098,25150098
hypertension,mentioned_in,25150098,25150098
arm,mentioned_in,20337874,20337874
prematurity,mentioned_in,20337874,20337874
malformation,mentioned_in,20337874,20337874
anomalies,mentioned_in,20337874,20337874
obstructive symptoms,mentioned_in,20337874,20337874
meconium,mentioned_in,20337874,20337874
retinopathy,mentioned_in,19198736,19198736
prematurity,mentioned_in,19198736,19198736
rop,mentioned_in,19198736,19198736
weight gain,mentioned_in,19198736,19198736
infliximab,mentioned_in,22411435,22411435
anti-tnfα,mentioned_in,22411435,22411435
infections,mentioned_in,22411435,22411435
opportunistic infections,mentioned_in,22411435,22411435
allergic disease,mentioned_in,16266387,16266387
asthma,mentioned_in,16266387,16266387
allergy,mentioned_in,16266387,16266387
allergies,mentioned_in,16266387,16266387
bronchial hyperresponsiveness,mentioned_in,16266387,16266387
bhr,mentioned_in,16266387,16266387
overweight,mentioned_in,16266387,16266387
wheeze,mentioned_in,16266387,16266387
atopy,mentioned_in,16266387,16266387
prostate,mentioned_in,23792130,23792130
prostate cancer,mentioned_in,23792130,23792130
adenosine triphosphate,mentioned_in,17462393,17462393
phosphocreatine,mentioned_in,17462393,17462393
phosphate,mentioned_in,17462393,17462393
schizophrenia,mentioned_in,21457946,21457946
brain abnormalities,mentioned_in,21457946,21457946
chronic disease,mentioned_in,19481382,19481382
padam,mentioned_in,19481382,19481382
testosterone,mentioned_in,19481382,19481382
globulin,mentioned_in,19481382,19481382
shbg,mentioned_in,19481382,19481382
decreased sexual desire,mentioned_in,19481382,19481382
hypogonadism,mentioned_in,19481382,19481382
sud,mentioned_in,25699562,25699562
lar,mentioned_in,25699562,25699562
acute myocardial infarction,mentioned_in,17682349,17682349
ami,mentioned_in,17682349,17682349
chorioamnionitis,mentioned_in,18251357,18251357
infection,mentioned_in,18251357,18251357
mean white blood cell count (p = 0.018,mentioned_in,18251357,18251357
cutaneous infections,mentioned_in,20971618,20971618
impetigo contagiosum,mentioned_in,20971618,20971618
molluscum contagiosum,mentioned_in,20971618,20971618
herpes virus infection,mentioned_in,20971618,20971618
atopic dermatitis,mentioned_in,20971618,20971618
infections,mentioned_in,20971618,20971618
allergic diseases,mentioned_in,20971618,20971618
asthma,mentioned_in,20971618,20971618
allergic rhinitis,mentioned_in,20971618,20971618
allergy,mentioned_in,20971618,20971618
skin infections,mentioned_in,20971618,20971618
non-ad,mentioned_in,20971618,20971618
painful joints,mentioned_in,19648304,19648304
triamcinolone acetonide,mentioned_in,19648304,19648304
effusion,mentioned_in,19648304,19648304
lidocaine,mentioned_in,19648304,19648304
pain,mentioned_in,19648304,19648304
diabetic,mentioned_in,23222920,23222920
end-stage renal disease,mentioned_in,23222920,23222920
pancreas retransplantation,mentioned_in,23222920,23222920
pancreas loss,mentioned_in,23222920,23222920
nasopharyngeal carcinoma,mentioned_in,21864397,21864397
npc,mentioned_in,21864397,21864397
pms,mentioned_in,21864397,21864397
viral infection,mentioned_in,26601554,26601554
vertigo,mentioned_in,26601554,26601554
bppv,mentioned_in,26601554,26601554
hsv2,mentioned_in,26601554,26601554
herpes zoster,mentioned_in,26601554,26601554
parainfluenza,mentioned_in,26601554,26601554
necrotizing enterocolitis,mentioned_in,19322056,19322056
vlbw,mentioned_in,19322056,19322056
sepsis,mentioned_in,19322056,19322056
obese,mentioned_in,22522271,22522271
t2dm,mentioned_in,22522271,22522271
cushing's syndrome,mentioned_in,22522271,22522271
cortisol,mentioned_in,22522271,22522271
hypercortisolism,mentioned_in,22522271,22522271
disability,mentioned_in,9363529,9363529
chronic disorders,mentioned_in,9363529,9363529
smoking,mentioned_in,9363529,9363529
myocardial infarction,mentioned_in,9363529,9363529
depression,mentioned_in,9363529,9363529
neck-shoulder disorders,mentioned_in,9363529,9363529
unspecified low-back disorders,mentioned_in,9363529,9363529
knee osteoarthritis,mentioned_in,9363529,9363529
osteoarthritis,mentioned_in,9363529,9363529
epinephrine,mentioned_in,7547656,7547656
bupivacaine,mentioned_in,7547656,7547656
"1:200,000 epinephrine",mentioned_in,7547656,7547656
decreased uterine blood flow,mentioned_in,7547656,7547656
sleep bruxism,mentioned_in,24235894,24235894
bruxism,mentioned_in,24235894,24235894
anxiety,mentioned_in,17429333,17429333
depression,mentioned_in,17429333,17429333
depressive symptoms,mentioned_in,19156007,19156007
visual impairment,mentioned_in,19156007,19156007
low vision,mentioned_in,19156007,19156007
vision impairment,mentioned_in,19156007,19156007
presenting visual,mentioned_in,19156007,19156007
visual disability,mentioned_in,19156007,19156007
depressed,mentioned_in,19156007,19156007
human immunodeficiency virus,mentioned_in,9603166,9603166
end-stage renal disease,mentioned_in,9603166,9603166
hiv infection,mentioned_in,9603166,9603166
gastric cancer,mentioned_in,24298614,24298614
mucosal cancer,mentioned_in,24298614,24298614
submucosal cancer,mentioned_in,24298614,24298614
gh deficiency,mentioned_in,21849531,21849531
ghd,mentioned_in,21849531,21849531
malignancy,mentioned_in,21849531,21849531
cardiovascular disease,mentioned_in,21849531,21849531
cvd,mentioned_in,21849531,21849531
death,mentioned_in,21849531,21849531
malignancies,mentioned_in,21849531,21849531
breast cancer,mentioned_in,19854401,19854401
ductal carcinoma,mentioned_in,19854401,19854401
carcinoma,mentioned_in,19854401,19854401
non-small cell lung cancer,mentioned_in,22237146,22237146
nsclc,mentioned_in,22237146,22237146
tumor,mentioned_in,22237146,22237146
nucleic acid,mentioned_in,22237146,22237146
egfr-tyrosine,mentioned_in,22237146,22237146
human immunodeficiency virus (hiv)-related risk behaviors,mentioned_in,25793749,25793749
long-term chronic hiv infection,mentioned_in,25793749,25793749
diabetes,mentioned_in,15095519,15095519
carbohydrate,mentioned_in,15095519,15095519
hypoglycemia,mentioned_in,15095519,15095519
osteoporosis,mentioned_in,25981682,25981682
hbv infection,mentioned_in,18284441,18284441
hepatitis,mentioned_in,18284441,18284441
cirrhosis,mentioned_in,18284441,18284441
hcc,mentioned_in,18284441,18284441
inflammation,mentioned_in,18284441,18284441
cirrhotic liver,mentioned_in,18284441,18284441
hepatitis b infection,mentioned_in,18284441,18284441
fibrosis,mentioned_in,18284441,18284441
stroke,mentioned_in,10173769,10173769
"impairment, disability",mentioned_in,10173769,10173769
anxiety,mentioned_in,10173769,10173769
depression,mentioned_in,10173769,10173769
respiratory diseases,mentioned_in,9616411,9616411
cardiac failure,mentioned_in,9616411,9616411
cancer,mentioned_in,9616411,9616411
stroke,mentioned_in,9616411,9616411
fractures,mentioned_in,9616411,9616411
gdp,mentioned_in,22205377,22205377
gestational diabetes,mentioned_in,16241924,16241924
gdm,mentioned_in,16241924,16241924
glucose,mentioned_in,16241924,16241924
pregestational body mass index,mentioned_in,16241924,16241924
weight gain,mentioned_in,16241924,16241924
pregestational,mentioned_in,16241924,16241924
cancers,mentioned_in,24599411,24599411
tumor,mentioned_in,24599411,24599411
gastric cancer,mentioned_in,24599411,24599411
gastroesophageal junction tumors,mentioned_in,24599411,24599411
dss,mentioned_in,24599411,24599411
utg,mentioned_in,24599411,24599411
ltg,mentioned_in,24599411,24599411
mtg,mentioned_in,24599411,24599411
t stage,mentioned_in,24599411,24599411
acute appendicitis,mentioned_in,23860049,23860049
appendicitis,mentioned_in,23860049,23860049
peritonitis,mentioned_in,23860049,23860049
abscess,mentioned_in,23860049,23860049
acute myocardial infarction,mentioned_in,7664228,7664228
ami,mentioned_in,7664228,7664228
bronchitis,mentioned_in,7664228,7664228
asthma,mentioned_in,7664228,7664228
nonmalignant disease,mentioned_in,7664228,7664228
cholesterol,mentioned_in,17971187,17971187
ldl-cholesterol,mentioned_in,17971187,17971187
hyperlipidemia,mentioned_in,17971187,17971187
chronic posttraumatic anterior shoulder instability,mentioned_in,27394685,27394685
bone defects,mentioned_in,27394685,27394685
± 10,mentioned_in,27394685,27394685
± 4,mentioned_in,27394685,27394685
overweight,mentioned_in,25079920,25079920
chronic disease,mentioned_in,17355582,17355582
p<.05,mentioned_in,17355582,17355582
breast cancer,mentioned_in,12419743,12419743
mitoxantrone,mentioned_in,12419743,12419743
fluorouracil,mentioned_in,12419743,12419743
epirubicin,mentioned_in,12419743,12419743
cyclophosphamide,mentioned_in,12419743,12419743
second-line,mentioned_in,12419743,12419743
vindesine,mentioned_in,12419743,12419743
mitomycin,mentioned_in,12419743,12419743
prednisolone,mentioned_in,12419743,12419743
alopecia,mentioned_in,12419743,12419743
vomiting,mentioned_in,12419743,12419743
werlhof's disease,mentioned_in,10973547,10973547
bleeding,mentioned_in,10973547,10973547
80/nl,mentioned_in,10973547,10973547
215/nl,mentioned_in,10973547,10973547
drainage loss,mentioned_in,10973547,10973547
1140,mentioned_in,10973547,10973547
neck pain,mentioned_in,25499207,25499207
pain,mentioned_in,25499207,25499207
disability,mentioned_in,25499207,25499207
arthritis,mentioned_in,25499207,25499207
low back pain,mentioned_in,25499207,25499207
depressive,mentioned_in,25499207,25499207
abdominal bloating,mentioned_in,26133538,26133538
irritable bowel syndrome,mentioned_in,26133538,26133538
ibs,mentioned_in,26133538,26133538
gaseous symptoms,mentioned_in,26133538,26133538
flatulence,mentioned_in,26133538,26133538
abdominal pain,mentioned_in,26133538,26133538
diarrhea,mentioned_in,26133538,26133538
cardiovascular disease,mentioned_in,26163474,26163474
hypertension,mentioned_in,26163474,26163474
obstructive hydrocephalus,mentioned_in,14968373,14968373
tuberculous meningitis,mentioned_in,14968373,14968373
tbm,mentioned_in,14968373,14968373
non-communicating hydrocephalus,mentioned_in,14968373,14968373
cerebral herniation,mentioned_in,14968373,14968373
hydrocephalus,mentioned_in,14968373,14968373
pain,mentioned_in,24698298,24698298
2:1,mentioned_in,23088164,23088164
frequency-compressed,mentioned_in,23088164,23088164
carious lesions,mentioned_in,24481006,24481006
cavitated,mentioned_in,24481006,24481006
cancer,mentioned_in,17032327,17032327
primary adenocarcinoma,mentioned_in,17032327,17032327
death,mentioned_in,8916748,8916748
lynch syndrome,mentioned_in,16361634,16361634
hereditary nonpolyposis colorectal cancer,mentioned_in,16361634,16361634
hnpcc,mentioned_in,16361634,16361634
autosomal-dominant cancer predisposition,mentioned_in,16361634,16361634
cancers,mentioned_in,16361634,16361634
ovarian cancer,mentioned_in,16361634,16361634
endometrial and ovarian cancer,mentioned_in,16361634,16361634
endometrial and ovarian cancers,mentioned_in,16361634,16361634
tumor,mentioned_in,16361634,16361634
first-degree,mentioned_in,16361634,16361634
hnpcc-associated cancer,mentioned_in,16361634,16361634
vertigo,mentioned_in,25756710,25756710
neurological deficits,mentioned_in,25756710,25756710
spontaneousnystagmus,mentioned_in,25756710,25756710
nystagmus,mentioned_in,25756710,25756710
orthostatic myoclonus,mentioned_in,23916653,23916653
gait impairment,mentioned_in,23916653,23916653
neurological disorders,mentioned_in,23916653,23916653
unsteadiness/gait impairment,mentioned_in,23916653,23916653
orthostatic tremor,mentioned_in,23916653,23916653
tremors,mentioned_in,23916653,23916653
unsteadiness,mentioned_in,23916653,23916653
neurodegenerative disease,mentioned_in,23916653,23916653
atrophy,mentioned_in,23916653,23916653
parkinson's disease,mentioned_in,23916653,23916653
alzheimer's disease,mentioned_in,23916653,23916653
cognitive impairment,mentioned_in,23916653,23916653
hydrocephalus,mentioned_in,23916653,23916653
mesial temporal sclerosis,mentioned_in,12790890,12790890
mts,mentioned_in,12790890,12790890
neuronal loss,mentioned_in,12790890,12790890
epilepsy,mentioned_in,12790890,12790890
neuronal death,mentioned_in,12790890,12790890
seizures,mentioned_in,12790890,12790890
death,mentioned_in,12790890,12790890
hoechst-33258,mentioned_in,12790890,12790890
gadobenate dimeglumine,mentioned_in,23449952,23449952
synovitis,mentioned_in,23449952,23449952
tenosynovitis,mentioned_in,23449952,23449952
rheumatoid arthritis,mentioned_in,23449952,23449952
full-dose,mentioned_in,23449952,23449952
half-dose,mentioned_in,23449952,23449952
full-dose gadobenate,mentioned_in,23449952,23449952
cholelithiasis,mentioned_in,10430303,10430303
hyaluronic acid,mentioned_in,10430303,10430303
bilirubin,mentioned_in,10430303,10430303
illness,mentioned_in,20605051,20605051
adhd,mentioned_in,23048048,23048048
sexual behaviors,mentioned_in,23048048,23048048
rsb,mentioned_in,23048048,23048048
past-year,mentioned_in,23048048,23048048
traumatic tears,mentioned_in,16991071,16991071
traumatic,mentioned_in,16991071,16991071
renal cell carcinoma,mentioned_in,12090319,12090319
rcc,mentioned_in,12090319,12090319
tumour,mentioned_in,12090319,12090319
bladder cancer,mentioned_in,12090319,12090319
spondylotic amyotrophy,mentioned_in,24614851,24614851
diabetes mellitus,mentioned_in,24614851,24614851
vitamin b12,mentioned_in,24614851,24614851
impaired muscle,mentioned_in,24614851,24614851
parasacral sciatic block,mentioned_in,17578985,17578985
lidocaine,mentioned_in,17578985,17578985
epinephrine,mentioned_in,17578985,17578985
ropivacaine,mentioned_in,17578985,17578985
bleeding,mentioned_in,26965932,26965932
dapt,mentioned_in,26965932,26965932
unstable coronary artery disease,mentioned_in,26965932,26965932
des,mentioned_in,26965932,26965932
death,mentioned_in,26965932,26965932
myocardial infarction,mentioned_in,26965932,26965932
lower myocardial infarction,mentioned_in,26965932,26965932
thrombosis,mentioned_in,26965932,26965932
ovarian torsion,mentioned_in,15137012,15137012
necrotic,mentioned_in,15137012,15137012
ovarian cystectomy,mentioned_in,15137012,15137012
torsion,mentioned_in,15137012,15137012
postoperative pain,mentioned_in,21194998,21194998
pain,mentioned_in,21194998,21194998
esophageal atresia,mentioned_in,21194998,21194998
congenital diaphragmatic hernia,mentioned_in,21194998,21194998
cdh,mentioned_in,21194998,21194998
gestational diabetes,mentioned_in,15787677,15787677
type 2 diabetes,mentioned_in,15787677,15787677
diabetes,mentioned_in,15787677,15787677
oxygen,mentioned_in,15787677,15787677
acetylcholine,mentioned_in,15787677,15787677
ach,mentioned_in,15787677,15787677
sodium nitroprusside,mentioned_in,15787677,15787677
hyperaemia,mentioned_in,15787677,15787677
hearing loss,mentioned_in,24625433,24625433
hfnc,mentioned_in,24625433,24625433
eam,mentioned_in,24625433,24625433
nutritional deficiencies,mentioned_in,25304452,25304452
fatty acids,mentioned_in,25304452,25304452
vitamins,mentioned_in,25304452,25304452
minerals,mentioned_in,25304452,25304452
celiac diseases,mentioned_in,25304452,25304452
nutritional deficits,mentioned_in,25304452,25304452
celiac disease,mentioned_in,25304452,25304452
saturated fatty acids,mentioned_in,25304452,25304452
monounsaturated fatty acids,mentioned_in,25304452,25304452
phosphorus,mentioned_in,25304452,25304452
vitamin d,mentioned_in,25304452,25304452
hiv transmission reduction,mentioned_in,28196511,28196511
mitochondrial toxicities,mentioned_in,28196511,28196511
cardiovascular disease,mentioned_in,28196511,28196511
lipodystrophy,mentioned_in,28196511,28196511
prediabetes,mentioned_in,28196511,28196511
diabetes,mentioned_in,28196511,28196511
hyperlactatemia/lactic acidosis,mentioned_in,28196511,28196511
oropharyngeal squamous cell carcinoma,mentioned_in,24591144,24591144
opscc,mentioned_in,24591144,24591144
dss,mentioned_in,24591144,24591144
tumor,mentioned_in,24591144,24591144
colorectal carcinoma,mentioned_in,21431987,21431987
liver steatosis,mentioned_in,21431987,21431987
allergy,mentioned_in,21431987,21431987
hepatic and extrahepatic staging,mentioned_in,21431987,21431987
preterm labor,mentioned_in,18928979,18928979
eum,mentioned_in,18928979,18928979
ptd,mentioned_in,18928979,18928979
schizophrenia,mentioned_in,25752725,25752725
illness,mentioned_in,25752725,25752725
high-iq schizophrenia,mentioned_in,25752725,25752725
manic,mentioned_in,25752725,25752725
peripheral arterial disease,mentioned_in,12855939,12855939
pad,mentioned_in,12855939,12855939
aai,mentioned_in,12855939,12855939
death,mentioned_in,12855939,12855939
icd-9-cm,mentioned_in,12855939,12855939
ischemic heart disease,mentioned_in,12855939,12855939
ihd,mentioned_in,12855939,12855939
cerebrovascular disease,mentioned_in,12855939,12855939
leaks,mentioned_in,24476003,24476003
blood loss,mentioned_in,24476003,24476003
obstructive sleep apnea,mentioned_in,23386371,23386371
osa,mentioned_in,23386371,23386371
idiopathic pulmonary fibrosis,mentioned_in,23386371,23386371
ipf,mentioned_in,23386371,23386371
fatigue,mentioned_in,23386371,23386371
depression,mentioned_in,23386371,23386371
± 5.6 vs. 7.6,mentioned_in,23386371,23386371
± 4.7 vs. 8.6,mentioned_in,23386371,23386371
claustrophobia,mentioned_in,23386371,23386371
insomnia,mentioned_in,23386371,23386371
cough,mentioned_in,23386371,23386371
gastrointestinal (gi) subspecialty clinic.,mentioned_in,10922093,10922093
hypoalbuminemia,mentioned_in,20602101,20602101
gastric cancer,mentioned_in,20602101,20602101
gastric carcinoma,mentioned_in,20602101,20602101
cancer,mentioned_in,20602101,20602101
postoperative pain,mentioned_in,18065862,18065862
pain,mentioned_in,18065862,18065862
depression,mentioned_in,18065862,18065862
chronic pain,mentioned_in,18065862,18065862
breast cancers,mentioned_in,9569972,9569972
breast cancer,mentioned_in,9569972,9569972
death,mentioned_in,9569972,9569972
tumors,mentioned_in,9569972,9569972
estrogen,mentioned_in,9569972,9569972
progesterone,mentioned_in,9569972,9569972
dermatitis,mentioned_in,25406780,25406780
iad,mentioned_in,25406780,25406780
skin injury,mentioned_in,25406780,25406780
critically ill,mentioned_in,25406780,25406780
infarct,mentioned_in,20629769,20629769
chronic infection,mentioned_in,23149821,23149821
myocardial ischaemia,mentioned_in,23149821,23149821
smi,mentioned_in,23149821,23149821
coronary artery disease,mentioned_in,23149821,23149821
hiv infection,mentioned_in,23149821,23149821
ischaemia,mentioned_in,23149821,23149821
myocardial infarction,mentioned_in,23149821,23149821
antivenin,mentioned_in,11483547,11483547
hypersensitivity,mentioned_in,11483547,11483547
permanent disability,mentioned_in,11483547,11483547
envenomation,mentioned_in,11483547,11483547
snakebite,mentioned_in,11483547,11483547
deaths,mentioned_in,11483547,11483547
amputations,mentioned_in,11483547,11483547
administration-were,mentioned_in,11483547,11483547
urticaria,mentioned_in,11483547,11483547
epinephrine,mentioned_in,11483547,11483547
small bowel injury,mentioned_in,27884344,27884344
small bowel repair,mentioned_in,27884344,27884344
rheumatoid arthritis,mentioned_in,18800356,18800356
physical disability,mentioned_in,18800356,18800356
pain,mentioned_in,18800356,18800356
breast cancer,mentioned_in,22301406,22301406
breast carcinoma,mentioned_in,22301406,22301406
hypoxia,mentioned_in,26079501,26079501
polytrauma,mentioned_in,26079501,26079501
traumatic brain injury,mentioned_in,26079501,26079501
tbi,mentioned_in,26079501,26079501
coma,mentioned_in,26079501,26079501
trauma,mentioned_in,26079501,26079501
nhs,mentioned_in,15774570,15774570
cpm,mentioned_in,18319270,18319270
sickle cell disease,mentioned_in,26209118,26209118
infarcts and acute osteomyelitis,mentioned_in,26209118,26209118
infarct,mentioned_in,26209118,26209118
osteomyelitis,mentioned_in,26209118,26209118
infarcts from osteomyelitis,mentioned_in,26209118,26209118
pain,mentioned_in,26209118,26209118
cancer,mentioned_in,11713724,11713724
aggressive neoplasm of the oral cavity,mentioned_in,11713724,11713724
cancer of the oral cavity,mentioned_in,11713724,11713724
primary buccal cancers,mentioned_in,11713724,11713724
tumors,mentioned_in,11713724,11713724
tumor,mentioned_in,11713724,11713724
buccal carcinoma,mentioned_in,11713724,11713724
primary lesion,mentioned_in,11713724,11713724
t1-t2 disease,mentioned_in,11713724,11713724
schistosomiasis,mentioned_in,25070942,25070942
mda,mentioned_in,25070942,25070942
praziquantel,mentioned_in,25070942,25070942
schistosoma infection,mentioned_in,25070942,25070942
infection,mentioned_in,25070942,25070942
schistosomiasis-induced,mentioned_in,25070942,25070942
left lobe liver enlargement,mentioned_in,25070942,25070942
fibrosis,mentioned_in,25070942,25070942
splenomegaly,mentioned_in,25070942,25070942
appendicitis,mentioned_in,19683101,19683101
pain,mentioned_in,19683101,19683101
rheumatoid arthritis,mentioned_in,10783841,10783841
cardiovascular disease,mentioned_in,10783841,10783841
diabetes mellitus,mentioned_in,10783841,10783841
albuterol,mentioned_in,11862129,11862129
bronchospasm,mentioned_in,11862129,11862129
wheezing,mentioned_in,11862129,11862129
aerosols,mentioned_in,11862129,11862129
oxygen,mentioned_in,11862129,11862129
cystic lesions,mentioned_in,23455575,23455575
radicular cysts,mentioned_in,23455575,23455575
keratocystic odontogenic tumours,mentioned_in,23455575,23455575
adenomatoid odontogenic tumour,mentioned_in,23455575,23455575
granuloma,mentioned_in,23455575,23455575
adenoma,mentioned_in,21848798,21848798
adr,mentioned_in,21848798,21848798
miralax/gatorade,mentioned_in,21848798,21848798
general/routine,mentioned_in,25103647,25103647
glaucoma,mentioned_in,25103647,25103647
cataracts,mentioned_in,25103647,25103647
diabetes,mentioned_in,25103647,25103647
telmisartan,mentioned_in,19406119,19406119
diabetes-related hepatic degeneration,mentioned_in,19406119,19406119
alloxan-induced diabetic,mentioned_in,19406119,19406119
alloxan-induced diabetic telmisartan,mentioned_in,19406119,19406119
diabetic,mentioned_in,19406119,19406119
dermatitis,mentioned_in,24359102,24359102
eczema,mentioned_in,24359102,24359102
allergic,mentioned_in,24359102,24359102
allergic contact,mentioned_in,24359102,24359102
allergy,mentioned_in,24359102,24359102
urticaria,mentioned_in,24359102,24359102
inflammatory bowel disease,mentioned_in,18802997,18802997
ibd,mentioned_in,18802997,18802997
calprotectin,mentioned_in,18802997,18802997
ulcerative colitis,mentioned_in,18802997,18802997
crohn's disease,mentioned_in,18802997,18802997
anxiety,mentioned_in,26304701,26304701
chest infection,mentioned_in,26304701,26304701
lower urinary tract dysfunction,mentioned_in,19058191,19058191
lower urinary tract symptoms,mentioned_in,19058191,19058191
luts on social limitations and emotions (p<0.05),mentioned_in,19058191,19058191
mph,mentioned_in,27549226,27549226
aids,mentioned_in,27549226,27549226
vascularization in hypovascular hepatocellular lesions,mentioned_in,24799031,24799031
primary anterior cruciate ligament,mentioned_in,25043083,25043083
acl,mentioned_in,25043083,25043083
pts,mentioned_in,25043083,25043083
kt-1000 arthrometer,mentioned_in,25043083,25043083
knee flexion,mentioned_in,25043083,25043083
ptss,mentioned_in,25043083,25043083
death,mentioned_in,26516021,26516021
breast cancer,mentioned_in,23736032,23736032
seroma,mentioned_in,17312514,17312514
abdominal deformity,mentioned_in,17312514,17312514
weight loss,mentioned_in,17312514,17312514
cognitive impairment,mentioned_in,23002947,23002947
dementia,mentioned_in,23002947,23002947
eating problems,mentioned_in,23002947,23002947
tube-fed,mentioned_in,23002947,23002947
peg,mentioned_in,23002947,23002947
prostate,mentioned_in,23453079,23453079
holmium,mentioned_in,23453079,23453079
304,mentioned_in,23453079,23453079
trilobar,mentioned_in,23453079,23453079
aortic stiffness,mentioned_in,15053041,15053041
cardiovascular disease,mentioned_in,15053041,15053041
hypertension,mentioned_in,15053041,15053041
sympathomimetics,mentioned_in,15053041,15053041
isoproterenol,mentioned_in,15053041,15053041
hypertensive,mentioned_in,15053041,15053041
trauma,mentioned_in,9465206,9465206
pain,mentioned_in,9465206,9465206
occult post-traumatic osteochondral injuries,mentioned_in,9465206,9465206
acute musculoskeletal trauma,mentioned_in,9465206,9465206
fir,mentioned_in,9465206,9465206
occult post-traumatic injuries,mentioned_in,9465206,9465206
chondral injuries,mentioned_in,9465206,9465206
a bone bruise,mentioned_in,9465206,9465206
osteochondral injuries,mentioned_in,9465206,9465206
bruise,mentioned_in,9465206,9465206
sprains,mentioned_in,9465206,9465206
meniscal damage,mentioned_in,9465206,9465206
ligament injury,mentioned_in,9465206,9465206
stress injuries,mentioned_in,9465206,9465206
crash,mentioned_in,19593710,19593710
coronary heart disease,mentioned_in,8521557,8521557
chd,mentioned_in,8521557,8521557
insulin-resistance syndrome,mentioned_in,8521557,8521557
non-insulin-dependent diabetic,mentioned_in,8521557,8521557
niddm,mentioned_in,8521557,8521557
non-insulin-treated,mentioned_in,8521557,8521557
sudden death,mentioned_in,24340838,24340838
ventricular arrhythmias,mentioned_in,24340838,24340838
ventricular premature beats,mentioned_in,24340838,24340838
vpb,mentioned_in,24340838,24340838
ventricular couplets,mentioned_in,24340838,24340838
non-sustained ventricular tachycardia,mentioned_in,24340838,24340838
nsvt,mentioned_in,24340838,24340838
death,mentioned_in,24751724,24751724
bame,mentioned_in,24751724,24751724
cancer,mentioned_in,24751724,24751724
"93,375 cancer deaths",mentioned_in,24751724,24751724
ons,mentioned_in,24751724,24751724
caribbean(4.3,mentioned_in,24751724,24751724
deaths,mentioned_in,24751724,24751724
africa(pr,mentioned_in,24751724,24751724
mental illness,mentioned_in,21368683,21368683
smi,mentioned_in,21368683,21368683
psychiatric,mentioned_in,21368683,21368683
schizophrenia or bipolar disorder,mentioned_in,21368683,21368683
schizophrenia,mentioned_in,21368683,21368683
"n=23,767",mentioned_in,21368683,21368683
bipolar disorder,mentioned_in,21368683,21368683
fractures,mentioned_in,27832831,27832831
ota/ao 31a1-3 fractures,mentioned_in,27832831,27832831
fracture,mentioned_in,27832831,27832831
eicosapentaenoic,mentioned_in,15208005,15208005
docosahexaenoic acids,mentioned_in,15208005,15208005
epa,mentioned_in,15208005,15208005
dha,mentioned_in,15208005,15208005
death,mentioned_in,15208005,15208005
coronary heart disease,mentioned_in,15208005,15208005
chd,mentioned_in,15208005,15208005
fatty acid,mentioned_in,15208005,15208005
omega-3,mentioned_in,15208005,15208005
chd death,mentioned_in,15208005,15208005
sudden cardiac death,mentioned_in,15208005,15208005
pelvic inflammatory disease,mentioned_in,24958650,24958650
pid,mentioned_in,24958650,24958650
chronic disease,mentioned_in,24958650,24958650
oral contraceptives,mentioned_in,24958650,24958650
chronic diseases,mentioned_in,24958650,24958650
