doc_id,entity_text,entity_type
14872327,low back pain,DISEASE
14872327,headache,DISEASE
14872327,shoulder and neck pain,DISEASE
14872327,affective disorders,DISEASE
14872327,"neurotic, stress-related and",DISEASE
14872327,somatoform disorders,DISEASE
14872327,psychotic disorders,DISEASE
14872327,schizophrenia,DISEASE
14872327,schizotypic,DISEASE
14872327,delusional disorders,DISEASE
14872327,depression,DISEASE
14872327,or=3.609,CHEMICAL
24809662,overactive bladder,DISEASE
24809662,anterior/apical prolapse,DISEASE
24809662,urinary incontinence,DISEASE
24809662,mui,DISEASE
26485091,depression,DISEASE
26485091,aaps,CHEMICAL
26485091,second-line,CHEMICAL
26485091,antidepressant,CHEMICAL
12805495,warfarin,CHEMICAL
12805495,intracerebral hemorrhage,DISEASE
12805495,ich,DISEASE
12805495,nonvalvular atrial fibrillation,DISEASE
12805495,strategies-warfarin,CHEMICAL
12805495,hemorrhage,DISEASE
12805495,lobar,DISEASE
12805495,prior lobar ich,DISEASE
12805495,hemispheric ich,DISEASE
12805495,thromboembolic stroke,DISEASE
19925761,"stones, stone location",DISEASE
20382292,parkinson's disease,DISEASE
20382292,idiopathic pd,DISEASE
20382292,parkinson's disease rating scale,DISEASE
22236315,cancer,DISEASE
22236315,"breast, colorectal (crc) and lung cancer",DISEASE
22236315,breast cancer,DISEASE
22236315,time-to-treatment,DISEASE
22236315,crc,DISEASE
17051586,folic acid,CHEMICAL
17051586,congenital heart anomalies,DISEASE
17051586,down syndrome,DISEASE
17051586,heart anomalies,DISEASE
17051586,birth defects,DISEASE
17051586,ventricular septal [vsd]),DISEASE
17051586,ostium secundum type,DISEASE
17051586,atrial septal defects [asd]and endocardial cushion defects,DISEASE
17051586,conotruncal defects,DISEASE
17051586,asds,DISEASE
25007420,mood disorders,DISEASE
25007420,anxiety,DISEASE
25007420,dementia,DISEASE
26556589,diabetes mellitus,DISEASE
26556589,t1dm,DISEASE
26556589,hyperglycaemia,DISEASE
26556589,"± 11,",CHEMICAL
26556589,± 10),CHEMICAL
26556589,diabetic complications,DISEASE
12612531,primary eosinophilic esophagitis,DISEASE
12612531,chronic inflammatory disorder of the esophagus,DISEASE
12612531,dysphagia,DISEASE
12612531,fragile esophageal mucosa,DISEASE
12612531,trauma,DISEASE
26194560,acetabular fractures,DISEASE
26194560,osteoporotic,DISEASE
26194560,hip arthroplasty,DISEASE
26194560,tha,DISEASE
26194560,fractures,DISEASE
26194560,articular comminution,DISEASE
26194560,unreducible,DISEASE
26194560,pulmonary embolism,DISEASE
26194560,ischium,DISEASE
11079675,chronic pulmonary regurgitation,DISEASE
11079675,tetralogy of fallot (tof,DISEASE
11079675,sudden cardiac death,DISEASE
11079675,tof,CHEMICAL
21459725,xanthogranulomatous cholecystitis,DISEASE
21459725,xgc,DISEASE
21459725,cholecystitis,DISEASE
21459725,gallbladder carcinoma,DISEASE
21459725,gbc,DISEASE
21459725,chronic cholecystitis,DISEASE
21172844,atrophy,DISEASE
21172844,frontotemporal lobar degeneration,DISEASE
21172844,ftld-tdp,DISEASE
21172844,"ftld-tdp type 1, 9",CHEMICAL
21172844,temporal lobe atrophy,DISEASE
21172844,posterior frontal atrophy,DISEASE
21172844,progranulin,DISEASE
21172844,dementia,DISEASE
24946973,breast cancer,DISEASE
24946973,high-dose,CHEMICAL
24946973,hdr,CHEMICAL
24946973,tumor,DISEASE
24946973,fibrosis,DISEASE
24946973,telangiectasia,DISEASE
24946973,hyperpigmentation,DISEASE
17335331,bipolar i disorder,DISEASE
17335331,bipolar disorders,DISEASE
17335331,manic,DISEASE
17335331,grandiosity,DISEASE
17335331,psychiatric,DISEASE
17335331,affective disorders,DISEASE
17335331,mania,DISEASE
17335331,psychosis,DISEASE
27581329,overweight,DISEASE
27581329,obese,DISEASE
11867487,concussion,DISEASE
12765819,hematoma,DISEASE
12765819,subarachnoid hemorrhage,DISEASE
12765819,sah,DISEASE
12765819,ruptured internal carotid aneurysm,DISEASE
12765819,fasudil hydrochloride,CHEMICAL
12765819,vasospasm,DISEASE
12765819,buttock pain,DISEASE
12765819,sciatica,DISEASE
12765819,pain,DISEASE
12765819,neurologic deficit,DISEASE
24507422,stroke,DISEASE
24507422,thrombus,DISEASE
24507422,atherosclerotic,DISEASE
9854965,cognitive dysfunction,DISEASE
9854965,motor neuron disease,DISEASE
9854965,mnd,DISEASE
9854965,demented,DISEASE
9854965,impaired language function,DISEASE
9854965,aphasic syndrome,DISEASE
9854965,anomia,DISEASE
9854965,cognitive deficits,DISEASE
21756515,tuberculosis,DISEASE
21756515,dst,CHEMICAL
19131405,tumors,DISEASE
19131405,tumor,DISEASE
19131405,pleomorphic adenomas,DISEASE
19131405,myoepithelial adenomas,DISEASE
19131405,lipomas,DISEASE
19131405,salivary duct carcinomas,DISEASE
19131405,mucoepidermoid carcinomas,DISEASE
19131405,acinic cell carcinomas,DISEASE
19131405,basal cell adenocarcinomas,DISEASE
19131405,warthin tumors,DISEASE
18568290,hypotension,DISEASE
18568290,hypertension,DISEASE
18568290,endothelin-1,CHEMICAL
18568290,et-1,CHEMICAL
18568290,end-stage renal disease,DISEASE
18568290,esrd,DISEASE
18568290,dialysis-induced hypotension,DISEASE
18667100,death,DISEASE
18667100,affective disorders,DISEASE
18667100,affective disorder,DISEASE
18667100,major affective disorders,DISEASE
18667100,depression,DISEASE
18667100,depressive and bipolar disorders,DISEASE
18667100,suicidal behavior,DISEASE
18667100,bipolar,DISEASE
18667100,hopelessness,DISEASE
9191526,breast cancer,DISEASE
10605400,warfarin,CHEMICAL
17601244,disease damage,DISEASE
20608141,prostate cancer,DISEASE
20608141,cancer,DISEASE
20608141,prostate,DISEASE
25986020,line-associated bloodstream infection,DISEASE
25986020,clabsi,DISEASE
25986020,clabsis,DISEASE
25986020,infections,DISEASE
15670262,upper gastrointestinal (gi) motor disorders,DISEASE
15670262,gastroparesis,DISEASE
22900881,proroot mta,CHEMICAL
22900881,pulpitis,DISEASE
22900881,pain,DISEASE
11413427,idiopathic scoliosis,DISEASE
11413427,scoliosis,DISEASE
11413427,thoracic or thoracolumbar scoliosis,DISEASE
9602458,cerebral palsy,DISEASE
9602458,5-9,CHEMICAL
24434052,skin cancer,DISEASE
24434052,malignant melanoma,DISEASE
24434052,melanomas,DISEASE
24434052,melanoma,DISEASE
17598882,breast cancer,DISEASE
21190419,gestational diabetes mellitus,DISEASE
21190419,gdm,DISEASE
21190419,anomalies,DISEASE
16403186,arginine vasopressin,CHEMICAL
16403186,bipolar disorder,DISEASE
16403186,pea-bp,DISEASE
16403186,hypersexual,DISEASE
16403186,mania,DISEASE
16403186,elation,DISEASE
16403186,grandiosity,DISEASE
16403186,attention-deficit hyperactivity disorder,DISEASE
16403186,adhd,DISEASE
16403186,affective disorders,DISEASE
16403186,schizophrenia,DISEASE
16403186,hypersexuality,DISEASE
11888773,non-small cell lung carcinoma,DISEASE
11888773,non-small cell lung cancer,DISEASE
11888773,radio-,CHEMICAL
11888773,squamous cell vs,DISEASE
11888773,adenocarcinoma,DISEASE
11888773,tumour,DISEASE
11888773,squamous cell carcinoma,DISEASE
24014276,deaths,DISEASE
24014276,death,DISEASE
26113007,orthodontic,DISEASE
26113007,tooth-size,DISEASE
24747511,intrusive ruminative thoughts,DISEASE
24747511,depression,DISEASE
24747511,anxiety,DISEASE
19836806,obesity,DISEASE
19836806,hemodilution,DISEASE
19836806,prostate cancer,DISEASE
19836806,prostate,DISEASE
17076091,obstructive sleep apnea,DISEASE
17076091,osa,DISEASE
17076091,oxygen,CHEMICAL
17076091,apnea-hypopnea,DISEASE
21801416,melatonin,CHEMICAL
21801416,ampk,CHEMICAL
21801416,metformin,CHEMICAL
21801416,aicar,CHEMICAL
25819796,seizures,DISEASE
25819796,cognitive disability,DISEASE
25819796,infarct,DISEASE
25819796,seizure,DISEASE
18496363,trauma,DISEASE
18496363,hemorrhagic shock,DISEASE
18496363,multiple organ failure,DISEASE
18496363,nosocomial infection,DISEASE
18496363,alcoholism,DISEASE
18496363,liver disease,DISEASE
14551704,terminally ill,DISEASE
14551704,communication behavior,DISEASE
14551704,cancer,DISEASE
14551704,cancer disease,DISEASE
23234860,breast cancer,DISEASE
23234860,tpt,CHEMICAL
23234860,deaths,DISEASE
22532370,obesity,DISEASE
22532370,arterial damage,DISEASE
22532370,vascular dysfunction,DISEASE
22532370,glucose,CHEMICAL
22532370,low-density,CHEMICAL
22532370,cholesterol,CHEMICAL
11566686,hypertrophic pyloric stenosis,DISEASE
11566686,pyloric stenosis,DISEASE
15502995,angiotensin-ii,CHEMICAL
15502995,esomeprazol,CHEMICAL
24019262,migraine,DISEASE
24019262,headache,DISEASE
24019262,pain,DISEASE
24019262,low back pain,DISEASE
24019262,hg increase,DISEASE
22867778,hospital-acquired infections,DISEASE
22867778,injuries,DISEASE
22867778,sports-related injuries,DISEASE
23348330,fracture,DISEASE
23348330,fractures,DISEASE
23348330,trauma,DISEASE
28177278,polyarteritis nodosa,DISEASE
28177278,pan,CHEMICAL
28177278,vasculitis,DISEASE
28177278,glucocorticoids,CHEMICAL
28177278,cyclophosphamide,CHEMICAL
28177278,pain,DISEASE
28177278,hypertension,DISEASE
28177278,fever,DISEASE
28177278,hematuria,DISEASE
28177278,acute renal failure,DISEASE
28177278,renal infarction,DISEASE
28177278,embolism,DISEASE
28177278,drug abuse,DISEASE
28177278,cardiac arrhythmias,DISEASE
28177278,thrombophilia,DISEASE
18403944,celiac disease,DISEASE
18403944,autoimmunity,DISEASE
18403944,gfd,CHEMICAL
18403944,osteoporosis,DISEASE
20363841,copd,DISEASE
20363841,smoking,CHEMICAL
20363841,airflow obstruction,DISEASE
20363841,airways obstruction,DISEASE
20363841,cough,DISEASE
20363841,dyspnea,DISEASE
20363841,wheeze,DISEASE
19664156,allergic,DISEASE
19664156,allergy,DISEASE
23356465,cpt,CHEMICAL
23356465,posttraumatic stress disorder,DISEASE
23356465,ptsd,DISEASE
22972546,ads,CHEMICAL
22972546,mrs,CHEMICAL
22972546,cardiovascular diseases,DISEASE
21850494,hepatorenal syndrome,DISEASE
21850494,hrs,DISEASE
21850494,functional renal failure,DISEASE
21850494,cirrhosis,DISEASE
21850494,fulminant hepatic failure,DISEASE
21850494,ascites,DISEASE
21850494,midodrine,CHEMICAL
21850494,octreotide,CHEMICAL
21850494,end-stage liver disease,DISEASE
21850494,esld,DISEASE
21850494,cardiac cirrhosis,DISEASE
21850494,hepatitis c,DISEASE
21850494,alcohol,CHEMICAL
21850494,neoplasia,DISEASE
21850494,alcoholic liver disease,DISEASE
21850494,creatinine,CHEMICAL
21850494,sodium,CHEMICAL
21850494,vasopressors,CHEMICAL
21850494,renal disease,DISEASE
20187289,stock,DISEASE
20187289,asthma,DISEASE
20297950,fenofibrate,CHEMICAL
20297950,apnoea,DISEASE
20297950,mmol/l,CHEMICAL
20297950,apnoea syndrome,DISEASE
20297950,glucose,CHEMICAL
20297950,fibrinogen,CHEMICAL
20297950,apnoea/hypopnoea,DISEASE
20297950,oxygen,CHEMICAL
20297950,hypopnoeas,DISEASE
20297950,oxygen desaturations,DISEASE
20297950,reduced obstructive apnoeas,DISEASE
23735520,disorders of consciousness,DISEASE
23735520,coma,DISEASE
23735520,scale-revised,CHEMICAL
23735520,oxygen,CHEMICAL
10759659,bladder tumours,DISEASE
10759659,tumour,DISEASE
25592625,propranolol,CHEMICAL
25592625,infantile hemangiomas,DISEASE
25592625,beta-blocker,CHEMICAL
25592625,cardiovascular disease,DISEASE
25592625,first-degree,DISEASE
25592625,hypotension,DISEASE
12595848,congestive heart failure,DISEASE
12595848,chf,DISEASE
12595848,death,DISEASE
20064872,steroid,CHEMICAL
20064872,gca,CHEMICAL
20064872,steroids,CHEMICAL
20064872,prednisolone,CHEMICAL
23588461,ascitis,DISEASE
23588461,cirrhosis,DISEASE
23588461,alcoholic cirrhosis,DISEASE
23588461,cancer,DISEASE
23588461,bacterial peritonitis,DISEASE
23588461,bleeding,DISEASE
18019905,deaths,DISEASE
18019905,sepsis,DISEASE
18019905,(pre-)eclampsia,DISEASE
18019905,labour,CHEMICAL
25859857,nact,CHEMICAL
25859857,cancer,DISEASE
25859857,ib1-iib,CHEMICAL
25859857,140,CHEMICAL
25859857,tumor,DISEASE
26418796,infection,DISEASE
26418796,bsi,DISEASE
26418796,sepsis,DISEASE
22825590,cardiovascular disease,DISEASE
22825590,≤ 120/80 mm hg,CHEMICAL
22825590,hypertension,DISEASE
22825590,hypertensive,DISEASE
22825590,alcohol,CHEMICAL
22825590,hiv infection,DISEASE
18832500,depression,DISEASE
18832500,star*d,DISEASE
18832500,psychiatric,DISEASE
18832500,antidepressant,CHEMICAL
18832500,antidepressants,CHEMICAL
18955431,stroke,DISEASE
18955431,hemiparesis and motor impairment,DISEASE
18955431,depression,DISEASE
9550200,1248,CHEMICAL
9550200,multiparae,DISEASE
10135926,mbb,CHEMICAL
11296674,prostate and lung cancer,DISEASE
11296674,tumors,DISEASE
11296674,carcinoma of the prostate,DISEASE
24139705,ida,CHEMICAL
16253970,cos,CHEMICAL
16253970,intrauterine insemination,DISEASE
16253970,ovarian hyperstimulation,DISEASE
16253970,non-conception,CHEMICAL
14745753,half-dose,CHEMICAL
14745753,gadolinium chelate,CHEMICAL
27078715,nephrolithiasis,DISEASE
15939071,atherosclerosis,DISEASE
15939071,diabetes,DISEASE
15939071,insulin,CHEMICAL
15939071,intermediate-acting,CHEMICAL
11926574,hepatitis g,DISEASE
11926574,chronic infection,DISEASE
11926574,chronic liver disease,DISEASE
11926574,infection,DISEASE
11926574,cryptogenic chronic liver disease,DISEASE
11926574,alanine,CHEMICAL
11926574,liver disease,DISEASE
11926574,hepatitis c virus-related chronic liver disease,DISEASE
11926574,anti-hepatitis g,CHEMICAL
11926574,hepatitis g virus-rna,DISEASE
11926574,cryptogenic chronic hepatitis,DISEASE
11926574,hepatitis c,DISEASE
11926574,hepatitis,DISEASE
11926574,hepatitis g virus infection,DISEASE
11926574,cryptogenic hepatitis,DISEASE
11926574,cryptogenic,DISEASE
11926574,hepatitis g virus-infected,DISEASE
11926574,liver damage,DISEASE
11926574,chronic hepatitis,DISEASE
11926574,fibrosis,DISEASE
11926574,cirrhosis,DISEASE
25614468,gastric cancer,DISEASE
25614468,biopsy-proven gastric cancer,DISEASE
11380492,cushing's disease,DISEASE
11380492,hypercortisolism,DISEASE
11380492,low-dose dexamethasone,CHEMICAL
11380492,hypertension,DISEASE
11380492,endocrine disorders,DISEASE
11380492,smoking,CHEMICAL
11380492,cortisol,CHEMICAL
11380492,tumour,DISEASE
11380492,csf leak,DISEASE
11380492,cacosmia,DISEASE
16296668,stroke,DISEASE
16296668,cough,DISEASE
14992556,reflux episodes,DISEASE
19931500,lung cancer,DISEASE
19931500,nsclc,DISEASE
19931500,emphysema,DISEASE
19931500,pneumothorax,DISEASE
19931500,tcr,CHEMICAL
19931500,tumor,DISEASE
18378554,agitation,DISEASE
18378554,dementia,DISEASE
18378554,agitation behavior,DISEASE
17306983,cardiac diseases,DISEASE
17306983,bicuspid aortic valve,DISEASE
17306983,aneurysm,DISEASE
17306983,ectasia,DISEASE
17306983,aortic valve replacement,DISEASE
26879871,depression,DISEASE
26879871,antidepressant,CHEMICAL
26879871,antidepressants,CHEMICAL
24336869,3775 violent,DISEASE
16962519,uterine myoma,DISEASE
16962519,uterine myomas,DISEASE
16962519,myomas,DISEASE
17704864,tumor,DISEASE
17704864,blood loss,DISEASE
18307476,disability,DISEASE
18307476,ssi,DISEASE
15151701,chronic disease,DISEASE
15151701,diabetes,DISEASE
15151701,hypertension,DISEASE
15151701,chronic obstructive pulmonary disease,DISEASE
15151701,copd,DISEASE
26399179,primary eyelid tumour,DISEASE
26399179,eyelid lesions,DISEASE
26399179,tumour,DISEASE
23025584,alcohol,CHEMICAL
23587089,obesity,DISEASE
15539888,atopy,DISEASE
15539888,apt,CHEMICAL
15539888,atopic dermatitis,DISEASE
15539888,atopic,DISEASE
15539888,dermatitis,DISEASE
15539888,hdm,CHEMICAL
15539888,eczema,DISEASE
15539888,nonatopic,DISEASE
15539888,der p 1,CHEMICAL
15539888,extract,CHEMICAL
15539888,non-ad,DISEASE
23096188,juvenile osteochondritis,DISEASE
23096188,ocd,DISEASE
23096188,juvenile ocd,DISEASE
23096188,condylar lesions,DISEASE
23096188,bone edema,DISEASE
21881325,statins,CHEMICAL
21881325,atrial fibrillation,DISEASE
21881325,statin,CHEMICAL
19542542,infertility,DISEASE
15141797,bleeding,DISEASE
15141797,heparin,CHEMICAL
15141797,thromboelastogram,CHEMICAL
25394614,respiratory distress syndrome,DISEASE
25394614,chronic lung disease,DISEASE
25394614,cld,DISEASE
25394614,steroids,CHEMICAL
25394614,surfactant,CHEMICAL
10381996,chest syndrome,DISEASE
10381996,acs,DISEASE
10381996,febrile,DISEASE
10381996,sickle cell disease,DISEASE
10381996,oxygen,CHEMICAL
25274085,nucleotide,CHEMICAL
25274085,breast cancer,DISEASE
25274085,snp,CHEMICAL
12098035,acute cholecystitis,DISEASE
12098035,comorbidity,DISEASE
12963175,valvar aortic stenosis,DISEASE
12963175,aortic stenosis,DISEASE
12963175,aortic valve obstruction,DISEASE
12963175,valvar calcification,DISEASE
12963175,[vc] scoring 0 to,CHEMICAL
12963175,valvar obstruction,DISEASE
16510651,congenital malformations,DISEASE
24901580,amputation,DISEASE
24901580,diabetic foot,DISEASE
24901580,diabetes,DISEASE
24901580,methylene diphosphonate,CHEMICAL
24901580,transmetatarsal,DISEASE
24901580,knee disarticulation,DISEASE
24901580,primary amputation,DISEASE
19468282,traumatic,DISEASE
19468282,cord injury,DISEASE
19468282,spinal injury association (asia)/international spinal cord society neurological,DISEASE
19468282,asia,DISEASE
19468282,indoor mobility spinal cord independence measure,DISEASE
21481154,gynaecological cancer,DISEASE
21481154,cancer,DISEASE
21398266,cancer,DISEASE
21398266,pain,DISEASE
25371231,osteochondritis dissecans,DISEASE
25371231,vitamin d insufficiency,CHEMICAL
25371231,ocd,DISEASE
25371231,vitamin d3,CHEMICAL
25371231,vitamin d3-insufficient,CHEMICAL
23252468,migraine,DISEASE
23252468,pain,DISEASE
23252468,chronic musculoskeletal pain,DISEASE
23252468,chronic headache,DISEASE
23252468,headache,DISEASE
23252468,non-migraine,DISEASE
22440363,mitral regurgitation,DISEASE
22440363,dilated and ischemic cardiomyopathy,DISEASE
22440363,dcm,CHEMICAL
22440363,systolic dysfunction,DISEASE
20530150,gallstones,DISEASE
21618245,carcinomas,DISEASE
21618245,tumors,DISEASE
21618245,"small cell carcinoma of which 88,605 (94.1%) and 5,568 (5.9%) had",DISEASE
21618245,pulmonary small,DISEASE
21618245,carcinoma,DISEASE
21618245,head and neck (,DISEASE
21618245,gastrointestinal disease,DISEASE
18158048,testis,DISEASE
21256734,one-hundred-sixty-seven,DISEASE
21256734,pain,DISEASE
28027677,gem,CHEMICAL
17595200,obesity,DISEASE
26548832,oswestry disability,DISEASE
26548832,back pain,DISEASE
26548832,leg pain,DISEASE
26548832,diabetes,DISEASE
26548832,coronary artery disease,DISEASE
26548832,anxiety disorder,DISEASE
26548832,depression,DISEASE
26548832,pain,DISEASE
26548832,functional disability,DISEASE
15879722,barrett's oesophagus and gastric intestinal metaplasia,DISEASE
15879722,barrett's oesophagus,DISEASE
15879722,alcian blue,CHEMICAL
15879722,cardia,DISEASE
15879722,intestinal metaplasia,DISEASE
15879722,barrett,DISEASE
15879722,"barrett's oesophagus, 11 out of 28 cases (39.3%) with intestinal metaplasia",DISEASE
27554179,lung cancer,DISEASE
27554179,primary lung cancer,DISEASE
27554179,tumor,DISEASE
27554179,opacity,DISEASE
15381614,cutaneous melanoma,DISEASE
15381614,melanoma,DISEASE
15381614,tumor,DISEASE
15381614,tumors,DISEASE
15381614,primary tumors,DISEASE
18948835,glucose,CHEMICAL
18435678,haemolytic disease,DISEASE
18435678,thrombocytopenia,DISEASE
18435678,alloimmunization,DISEASE
18435678,intrauterine blood transfusion,DISEASE
18435678,intrauterine transfusions,DISEASE
18435678,rhd alloimmunized,DISEASE
18435678,hydrops,DISEASE
18435678,non-hydropic,DISEASE
19268855,cad,DISEASE
19268855,gadopentetate,CHEMICAL
12238307,infectious diseases,DISEASE
12238307,tetanus,DISEASE
12238307,diphtheria,DISEASE
12238307,tickborne encephalitis,DISEASE
20684175,vitamin d deficiency,CHEMICAL
20684175,autoimmune diseases,DISEASE
20684175,vitamin d,CHEMICAL
20684175,autoimmunity,DISEASE
20684175,25-hydroxyvitamin d,CHEMICAL
27216167,gynecological cancer,DISEASE
27216167,pain,DISEASE
27216167,bleeding,DISEASE
19852337,peripheral venous thrombophlebitis,DISEASE
19852337,pvt,DISEASE
19852337,pain,DISEASE
19852337,erythema,DISEASE
19852337,swelling,DISEASE
19852337,excessive warmth,DISEASE
19852337,palpable,DISEASE
25417760,depressive disorder,DISEASE
25417760,mdd,DISEASE
25417760,depression,DISEASE
25417760,psychiatric,DISEASE
25417760,first-onset or recurrent mdd,DISEASE
25417760,peri-,CHEMICAL
25417760,anxiety disorder,DISEASE
22365295,infection,DISEASE
22365295,cancer,DISEASE
22365295,line-associated bloodstream infections,DISEASE
22365295,clabsis,DISEASE
15125825,isophane,CHEMICAL
15125825,nph,CHEMICAL
15125825,sulfonylurea,CHEMICAL
15125825,metformin,CHEMICAL
15125825,type 2 diabetes,DISEASE
15125825,type 2 diabetes whose disease,DISEASE
15125825,insulin-naive,DISEASE
15125825,insulin,CHEMICAL
15125825,fasting glucose<7.0 mmol/l,DISEASE
15125825,hypoglycemic,DISEASE
15125825,weight gain,DISEASE
24652474,capsulitis,DISEASE
24652474,primary/idiopathic,DISEASE
24652474,pain,DISEASE
24652474,glenohumeral movements,DISEASE
24947183,idiopathic scoliosis,DISEASE
24947183,ais,DISEASE
25779009,chlorhexidine-benzalkonium,CHEMICAL
25779009,hcc,DISEASE
25779009,povidone iodine,CHEMICAL
25779009,p. aeruginosa,DISEASE
25779009,hirae,DISEASE
17105833,urinary tract infection,DISEASE
17105833,uti,DISEASE
17105833,fluoroquinolones,CHEMICAL
17105833,ofloxacin,CHEMICAL
17105833,fluoroquinolone,CHEMICAL
27338535,infection,DISEASE
27338535,ssi,DISEASE
27338535,hernia,DISEASE
27338535,sso,CHEMICAL
27690714,bvm,CHEMICAL
27690714,adult-,DISEASE
27690714,supraglottic airway,DISEASE
24964725,mental illness,DISEASE
11759976,ovarian carcinoma,DISEASE
11759976,platinum-based,CHEMICAL
11759976,thirty-four,DISEASE
11759976,tumor,DISEASE
16319544,inflammation,DISEASE
16319544,cardiovascular disease,DISEASE
16319544,atherosclerosis,DISEASE
16319544,obesity,DISEASE
16319544,imts,DISEASE
20674150,kidney cancers,DISEASE
20674150,cancers,DISEASE
20674150,tumors,DISEASE
20674150,t4 cancers,DISEASE
20674150,primary tumor,DISEASE
20674150,kidney cancer,DISEASE
20674150,tumor,DISEASE
25336163,meropenem,CHEMICAL
25887165,numbness,DISEASE
25887165,paresthesia,DISEASE
12947068,comorbidity,DISEASE
12947068,prostate cancer,DISEASE
12947068,incontinence,DISEASE
12947068,impotence,DISEASE
12947068,cancer,DISEASE
12947068,tumors,DISEASE
12947068,cancers,DISEASE
16776337,pituitary apoplexy,DISEASE
16776337,infarction,DISEASE
16776337,hemorrhagic infarction,DISEASE
16776337,frank hemorrhage,DISEASE
22668852,obesity,DISEASE
22668852,hypertension,DISEASE
22668852,prehypertension or stage 1,DISEASE
25251991,gastrointestinal bleeding,DISEASE
25251991,dbe,CHEMICAL
25251991,bleeding,DISEASE
25251991,dieulafoy's lesion,DISEASE
25251991,angioectasia,DISEASE
25251991,tumors,DISEASE
7497757,thyroxine,CHEMICAL
7497757,triiodothyronine,CHEMICAL
7497757,ft3,CHEMICAL
7497757,rt3,CHEMICAL
7497757,heparin,CHEMICAL
7497757,postoperative myocardial infarction,DISEASE
7497757,congestive heart failure,DISEASE
7497757,death,DISEASE
8262881,dysmorphic disorder,DISEASE
8262881,bdd,DISEASE
8262881,dsm-iii-r,DISEASE
8262881,nonpsychotic somatoform disorder,DISEASE
8262881,psychotic,DISEASE
8262881,dsm-iii-r psychotic counterpart-delusional disorder,DISEASE
8262881,nonpsychotic bdd,DISEASE
8262881,psychotic bdd,DISEASE
8262881,psychiatric,DISEASE
8262881,comorbid psychiatric disorders,DISEASE
8262881,dsm-iii-r psychotic disorder,DISEASE
8262881,psychotic and nonpsychotic,DISEASE
8262881,comorbidity,DISEASE
8262881,anxiety,DISEASE
8262881,serotonin,CHEMICAL
8262881,antidepressants,CHEMICAL
11943048,pain,DISEASE
11943048,mdss,DISEASE
11943048,death,DISEASE
11943048,chronic pain,DISEASE
11943048,acetaminophen,CHEMICAL
11943048,morphine,CHEMICAL
20306735,tod,DISEASE
20306735,chalazion,DISEASE
20306735,cataract,DISEASE
20306735,pterygium 10,CHEMICAL
23414523,alcohol,CHEMICAL
23414523,binge episodes and timing of binge,DISEASE
23414523,smoking,CHEMICAL
23414523,hearing and vision impairment,DISEASE
23414523,binge episodes (maximum of 12) and timing of binge,DISEASE
11882828,desmopressin,CHEMICAL
11882828,hyperfibrinolysis,DISEASE
11882828,bleeding,DISEASE
11882828,tranexamic acid,CHEMICAL
11882828,protamine,CHEMICAL
24939676,synovitis,DISEASE
24939676,bsi,DISEASE
24939676,doppler synovitis,DISEASE
24939676,active disease,DISEASE
17076590,antihistamines,CHEMICAL
17076590,nonsedating antihistamines,CHEMICAL
22979954,copper t380a,CHEMICAL
22979954,iud,CHEMICAL
22979954,copper t380a iud,CHEMICAL
22979954,pain,DISEASE
22955530,fractures,DISEASE
22955530,angulation,DISEASE
17323047,ventilator-associated pneumonia,DISEASE
17323047,vap,DISEASE
24851767,cryptorchidism,DISEASE
24851767,atrophy,DISEASE
24851767,postoperative atrophy,DISEASE
12006913,myocardial infarction,DISEASE
12006913,death,DISEASE
12006913,cholesterol,CHEMICAL
12006913,ecg-confirmed left ventricular hypertrophy,DISEASE
12006913,fasting blood glucose,DISEASE
12006913,diabetes,DISEASE
12006913,triglyceride,CHEMICAL
12006913,smoking,CHEMICAL
15222284,valve-size,CHEMICAL
15222284,aortic valve replacement,DISEASE
15222284,avr,DISEASE
25501465,urinary tract calculi,DISEASE
25501465,vesicoureteral reflux,DISEASE
25501465,vur,DISEASE
25501465,urinary tract infection,DISEASE
25501465,uti,DISEASE
16414216,oestrogen,CHEMICAL
16414216,progesterone,CHEMICAL
16414216,abnormal bleeding,DISEASE
16414216,endometrial polyps,DISEASE
19155657,metabolic syndrome,DISEASE
19155657,mets,DISEASE
19155657,hypertensive,DISEASE
19155657,coronary artery disease,DISEASE
19155657,hypertension,DISEASE
19155657,interventricular septal thickness,DISEASE
27050489,idiopathic misty mesentery,DISEASE
27050489,abdominal pain,DISEASE
24977765,concussion,DISEASE
24977765,trauma,DISEASE
24977765,head injury,DISEASE
24977765,intracranial injury,DISEASE
24977765,skull fracture,DISEASE
24977765,concussions,DISEASE
24977765,sports-related concussion,DISEASE
19130332,hemorrhage,DISEASE
19130332,zeolite mineral,CHEMICAL
19130332,blood loss,DISEASE
19130332,swine extremity arterial injury,DISEASE
19130332,swine,CHEMICAL
19130332,oblique groin,DISEASE
19130332,lactate,CHEMICAL
23949294,third-line,CHEMICAL
23949294,nucleoside,CHEMICAL
23949294,virologic failure,DISEASE
18926458,myocardial infarction,DISEASE
18926458,carotid stenosis,DISEASE
18926458,diabetes mellitus,DISEASE
18926458,hypertension,DISEASE
18926458,coronary artery disease,DISEASE
18926458,hyperlipidemia,DISEASE
18926458,smoking,CHEMICAL
18926458,perioperative neurologic complications,DISEASE
18926458,strokes,DISEASE
18926458,stroke,DISEASE
18926458,deaths,DISEASE
17610439,acute myocardial infarction,DISEASE
17610439,ami,CHEMICAL
